,id,filepath,label
42,S 43,/content/drive/MyDrive/Data/Sad/S 43.mp3,0
43,S 44,/content/drive/MyDrive/Data/Sad/S 44.mp3,0
44,S 45,/content/drive/MyDrive/Data/Sad/S 45.mp3,0
45,S 46,/content/drive/MyDrive/Data/Sad/S 46.mp3,0
46,S 47,/content/drive/MyDrive/Data/Sad/S 47.mp3,0
47,S 48,/content/drive/MyDrive/Data/Sad/S 48.mp3,0
48,S 49,/content/drive/MyDrive/Data/Sad/S 49.mp3,0
49,S 50,/content/drive/MyDrive/Data/Sad/S 50.mp3,0
50,S 51,/content/drive/MyDrive/Data/Sad/S 51.mp3,0
51,S 52,/content/drive/MyDrive/Data/Sad/S 52.mp3,0
52,S 53,/content/drive/MyDrive/Data/Sad/S 53.mp3,0
53,S 54,/content/drive/MyDrive/Data/Sad/S 54.mp3,0
54,S 55,/content/drive/MyDrive/Data/Sad/S 55.mp3,0
55,S 56,/content/drive/MyDrive/Data/Sad/S 56.mp3,0
56,S 57,/content/drive/MyDrive/Data/Sad/S 57.mp3,0
57,S 58,/content/drive/MyDrive/Data/Sad/S 58.mp3,0
58,S 59,/content/drive/MyDrive/Data/Sad/S 59.mp3,0
59,S 60,/content/drive/MyDrive/Data/Sad/S 60.mp3,0
60,S 61,/content/drive/MyDrive/Data/Sad/S 61.mp3,0
61,S 62,/content/drive/MyDrive/Data/Sad/S 62.mp3,0
62,S 63,/content/drive/MyDrive/Data/Sad/S 63.mp3,0
63,S 64,/content/drive/MyDrive/Data/Sad/S 64.mp3,0
64,S 65,/content/drive/MyDrive/Data/Sad/S 65.mp3,0
65,S 66,/content/drive/MyDrive/Data/Sad/S 66.mp3,0
66,S 67,/content/drive/MyDrive/Data/Sad/S 67.mp3,0
67,S 68,/content/drive/MyDrive/Data/Sad/S 68.mp3,0
68,S 69,/content/drive/MyDrive/Data/Sad/S 69.mp3,0
69,S 70,/content/drive/MyDrive/Data/Sad/S 70.mp3,0
70,S 71,/content/drive/MyDrive/Data/Sad/S 71.mp3,0
71,S 72,/content/drive/MyDrive/Data/Sad/S 72.mp3,0
72,S 73,/content/drive/MyDrive/Data/Sad/S 73.mp3,0
73,S 74,/content/drive/MyDrive/Data/Sad/S 74.mp3,0
74,S 75,/content/drive/MyDrive/Data/Sad/S 75.mp3,0
75,S 76,/content/drive/MyDrive/Data/Sad/S 76.mp3,0
76,S 77,/content/drive/MyDrive/Data/Sad/S 77.mp3,0
77,S 78,/content/drive/MyDrive/Data/Sad/S 78.mp3,0
78,S 79,/content/drive/MyDrive/Data/Sad/S 79.mp3,0
79,S 80,/content/drive/MyDrive/Data/Sad/S 80.mp3,0
80,S 81,/content/drive/MyDrive/Data/Sad/S 81.mp3,0
81,S 82,/content/drive/MyDrive/Data/Sad/S 82.mp3,0
82,S 83,/content/drive/MyDrive/Data/Sad/S 83.mp3,0
83,S 84,/content/drive/MyDrive/Data/Sad/S 84.mp3,0
84,S 85,/content/drive/MyDrive/Data/Sad/S 85.mp3,0
85,S 86,/content/drive/MyDrive/Data/Sad/S 86.mp3,0
86,S 87,/content/drive/MyDrive/Data/Sad/S 87.mp3,0
87,S 88,/content/drive/MyDrive/Data/Sad/S 88.mp3,0
88,S 89,/content/drive/MyDrive/Data/Sad/S 89.mp3,0
89,S 90,/content/drive/MyDrive/Data/Sad/S 90.mp3,0
90,S 91,/content/drive/MyDrive/Data/Sad/S 91.mp3,0
91,S 92,/content/drive/MyDrive/Data/Sad/S 92.mp3,0
92,S 93,/content/drive/MyDrive/Data/Sad/S 93.mp3,0
93,S 94,/content/drive/MyDrive/Data/Sad/S 94.mp3,0
94,S 95,/content/drive/MyDrive/Data/Sad/S 95.mp3,0
95,S 96,/content/drive/MyDrive/Data/Sad/S 96.mp3,0
96,S 97,/content/drive/MyDrive/Data/Sad/S 97.mp3,0
97,S 98,/content/drive/MyDrive/Data/Sad/S 98.mp3,0
98,S 99,/content/drive/MyDrive/Data/Sad/S 99.mp3,0
99,S 0,/content/drive/MyDrive/Data/Sad/S 0.mp3,0
100,H 1,/content/drive/MyDrive/Data/Happy/H 1.mp3,1
101,H 2,/content/drive/MyDrive/Data/Happy/H 2.mp3,1
102,H 3,/content/drive/MyDrive/Data/Happy/H 3.mp3,1
103,H 4,/content/drive/MyDrive/Data/Happy/H 4.mp3,1
104,H 5,/content/drive/MyDrive/Data/Happy/H 5.mp3,1
105,H 6,/content/drive/MyDrive/Data/Happy/H 6.mp3,1
106,H 7,/content/drive/MyDrive/Data/Happy/H 7.mp3,1
107,H 8,/content/drive/MyDrive/Data/Happy/H 8.mp3,1
108,H 9,/content/drive/MyDrive/Data/Happy/H 9.mp3,1
109,H 10,/content/drive/MyDrive/Data/Happy/H 10.mp3,1
110,H 11,/content/drive/MyDrive/Data/Happy/H 11.mp3,1
111,H 12,/content/drive/MyDrive/Data/Happy/H 12.mp3,1
112,H 13,/content/drive/MyDrive/Data/Happy/H 13.mp3,1
113,H 14,/content/drive/MyDrive/Data/Happy/H 14.mp3,1
114,H 15,/content/drive/MyDrive/Data/Happy/H 15.mp3,1
115,H 16,/content/drive/MyDrive/Data/Happy/H 16.mp3,1
116,H 17,/content/drive/MyDrive/Data/Happy/H 17.mp3,1
117,H 18,/content/drive/MyDrive/Data/Happy/H 18.mp3,1
118,H 19,/content/drive/MyDrive/Data/Happy/H 19.mp3,1
119,H 20,/content/drive/MyDrive/Data/Happy/H 20.mp3,1
120,H 21,/content/drive/MyDrive/Data/Happy/H 21.mp3,1
121,H 22,/content/drive/MyDrive/Data/Happy/H 22.mp3,1
122,H 23,/content/drive/MyDrive/Data/Happy/H 23.mp3,1
123,H 24,/content/drive/MyDrive/Data/Happy/H 24.mp3,1
124,H 25,/content/drive/MyDrive/Data/Happy/H 25.mp3,1
125,H 26,/content/drive/MyDrive/Data/Happy/H 26.mp3,1
126,H 27,/content/drive/MyDrive/Data/Happy/H 27.mp3,1
127,H 28,/content/drive/MyDrive/Data/Happy/H 28.mp3,1
128,H 29,/content/drive/MyDrive/Data/Happy/H 29.mp3,1
129,H 30,/content/drive/MyDrive/Data/Happy/H 30.mp3,1
130,H 31,/content/drive/MyDrive/Data/Happy/H 31.mp3,1
131,H 32,/content/drive/MyDrive/Data/Happy/H 32.mp3,1
132,H 33,/content/drive/MyDrive/Data/Happy/H 33.mp3,1
133,H 34,/content/drive/MyDrive/Data/Happy/H 34.mp3,1
134,H 35,/content/drive/MyDrive/Data/Happy/H 35.mp3,1
135,H 36,/content/drive/MyDrive/Data/Happy/H 36.mp3,1
136,H 37,/content/drive/MyDrive/Data/Happy/H 37.mp3,1
137,H 38,/content/drive/MyDrive/Data/Happy/H 38.mp3,1
138,H 39,/content/drive/MyDrive/Data/Happy/H 39.mp3,1
139,H 40,/content/drive/MyDrive/Data/Happy/H 40.mp3,1
140,H 41,/content/drive/MyDrive/Data/Happy/H 41.mp3,1
141,H 42,/content/drive/MyDrive/Data/Happy/H 42.mp3,1
142,H 43,/content/drive/MyDrive/Data/Happy/H 43.mp3,1
143,H 44,/content/drive/MyDrive/Data/Happy/H 44.mp3,1
144,H 45,/content/drive/MyDrive/Data/Happy/H 45.mp3,1
145,H 46,/content/drive/MyDrive/Data/Happy/H 46.mp3,1
146,H 47,/content/drive/MyDrive/Data/Happy/H 47.mp3,1
147,H 48,/content/drive/MyDrive/Data/Happy/H 48.mp3,1
148,H 49,/content/drive/MyDrive/Data/Happy/H 49.mp3,1
149,H 50,/content/drive/MyDrive/Data/Happy/H 50.mp3,1
150,H 51,/content/drive/MyDrive/Data/Happy/H 51.mp3,1
151,H 52,/content/drive/MyDrive/Data/Happy/H 52.mp3,1
152,H 53,/content/drive/MyDrive/Data/Happy/H 53.mp3,1
153,H 54,/content/drive/MyDrive/Data/Happy/H 54.mp3,1
154,H 55,/content/drive/MyDrive/Data/Happy/H 55.mp3,1
155,H 56,/content/drive/MyDrive/Data/Happy/H 56.mp3,1
156,H 57,/content/drive/MyDrive/Data/Happy/H 57.mp3,1
157,H 58,/content/drive/MyDrive/Data/Happy/H 58.mp3,1
158,H 59,/content/drive/MyDrive/Data/Happy/H 59.mp3,1
159,H 60,/content/drive/MyDrive/Data/Happy/H 60.mp3,1
160,H 61,/content/drive/MyDrive/Data/Happy/H 61.mp3,1
161,H 62,/content/drive/MyDrive/Data/Happy/H 62.mp3,1
162,H 63,/content/drive/MyDrive/Data/Happy/H 63.mp3,1
163,H 64,/content/drive/MyDrive/Data/Happy/H 64.mp3,1
164,H 65,/content/drive/MyDrive/Data/Happy/H 65.mp3,1
165,H 66,/content/drive/MyDrive/Data/Happy/H 66.mp3,1
166,H 67,/content/drive/MyDrive/Data/Happy/H 67.mp3,1
167,H 68,/content/drive/MyDrive/Data/Happy/H 68.mp3,1
168,H 69,/content/drive/MyDrive/Data/Happy/H 69.mp3,1
169,H 70,/content/drive/MyDrive/Data/Happy/H 70.mp3,1
170,H 71,/content/drive/MyDrive/Data/Happy/H 71.mp3,1
171,H 72,/content/drive/MyDrive/Data/Happy/H 72.mp3,1
172,H 73,/content/drive/MyDrive/Data/Happy/H 73.mp3,1
173,H 74,/content/drive/MyDrive/Data/Happy/H 74.mp3,1
174,H 75,/content/drive/MyDrive/Data/Happy/H 75.mp3,1
175,H 76,/content/drive/MyDrive/Data/Happy/H 76.mp3,1
176,H 77,/content/drive/MyDrive/Data/Happy/H 77.mp3,1
177,H 78,/content/drive/MyDrive/Data/Happy/H 78.mp3,1
178,H 79,/content/drive/MyDrive/Data/Happy/H 79.mp3,1
179,H 80,/content/drive/MyDrive/Data/Happy/H 80.mp3,1
180,H 81,/content/drive/MyDrive/Data/Happy/H 81.mp3,1
181,H 82,/content/drive/MyDrive/Data/Happy/H 82.mp3,1
182,H 83,/content/drive/MyDrive/Data/Happy/H 83.mp3,1
183,H 84,/content/drive/MyDrive/Data/Happy/H 84.mp3,1
184,H 85,/content/drive/MyDrive/Data/Happy/H 85.mp3,1
185,H 86,/content/drive/MyDrive/Data/Happy/H 86.mp3,1
186,H 87,/content/drive/MyDrive/Data/Happy/H 87.mp3,1
187,H 88,/content/drive/MyDrive/Data/Happy/H 88.mp3,1
188,H 89,/content/drive/MyDrive/Data/Happy/H 89.mp3,1
189,H 90,/content/drive/MyDrive/Data/Happy/H 90.mp3,1
190,H 91,/content/drive/MyDrive/Data/Happy/H 91.mp3,1
191,H 92,/content/drive/MyDrive/Data/Happy/H 92.mp3,1
192,H 93,/content/drive/MyDrive/Data/Happy/H 93.mp3,1
193,H 94,/content/drive/MyDrive/Data/Happy/H 94.mp3,1
194,H 95,/content/drive/MyDrive/Data/Happy/H 95.mp3,1
195,H 96,/content/drive/MyDrive/Data/Happy/H 96.mp3,1
196,H 97,/content/drive/MyDrive/Data/Happy/H 97.mp3,1
197,H 98,/content/drive/MyDrive/Data/Happy/H 98.mp3,1
198,H 99,/content/drive/MyDrive/Data/Happy/H 99.mp3,1
199,H 0,/content/drive/MyDrive/Data/Happy/H 0.mp3,1
200,A 1,/content/drive/MyDrive/Data/Aggressive/A 1.mp3,2
201,A 2,/content/drive/MyDrive/Data/Aggressive/A 2.mp3,2
202,A 3,/content/drive/MyDrive/Data/Aggressive/A 3.mp3,2
203,A 4,/content/drive/MyDrive/Data/Aggressive/A 4.mp3,2
204,A 5,/content/drive/MyDrive/Data/Aggressive/A 5.mp3,2
205,A 6,/content/drive/MyDrive/Data/Aggressive/A 6.mp3,2
206,A 7,/content/drive/MyDrive/Data/Aggressive/A 7.mp3,2
207,A 8,/content/drive/MyDrive/Data/Aggressive/A 8.mp3,2
208,A 9,/content/drive/MyDrive/Data/Aggressive/A 9.mp3,2
209,A 10,/content/drive/MyDrive/Data/Aggressive/A 10.mp3,2
210,A 11,/content/drive/MyDrive/Data/Aggressive/A 11.mp3,2
211,A 12,/content/drive/MyDrive/Data/Aggressive/A 12.mp3,2
212,A 13,/content/drive/MyDrive/Data/Aggressive/A 13.mp3,2
213,A 14,/content/drive/MyDrive/Data/Aggressive/A 14.mp3,2
214,A 15,/content/drive/MyDrive/Data/Aggressive/A 15.mp3,2
215,A 16,/content/drive/MyDrive/Data/Aggressive/A 16.mp3,2
216,A 17,/content/drive/MyDrive/Data/Aggressive/A 17.mp3,2
217,A 18,/content/drive/MyDrive/Data/Aggressive/A 18.mp3,2
218,A 19,/content/drive/MyDrive/Data/Aggressive/A 19.mp3,2
219,A 20,/content/drive/MyDrive/Data/Aggressive/A 20.mp3,2
220,A 21,/content/drive/MyDrive/Data/Aggressive/A 21.mp3,2
221,A 22,/content/drive/MyDrive/Data/Aggressive/A 22.mp3,2
222,A 23,/content/drive/MyDrive/Data/Aggressive/A 23.mp3,2
223,A 24,/content/drive/MyDrive/Data/Aggressive/A 24.mp3,2
224,A 25,/content/drive/MyDrive/Data/Aggressive/A 25.mp3,2
225,A 26,/content/drive/MyDrive/Data/Aggressive/A 26.mp3,2
226,A 27,/content/drive/MyDrive/Data/Aggressive/A 27.mp3,2
227,A 28,/content/drive/MyDrive/Data/Aggressive/A 28.mp3,2
228,A 29,/content/drive/MyDrive/Data/Aggressive/A 29.mp3,2
229,A 30,/content/drive/MyDrive/Data/Aggressive/A 30.mp3,2
230,A 31,/content/drive/MyDrive/Data/Aggressive/A 31.mp3,2
231,A 32,/content/drive/MyDrive/Data/Aggressive/A 32.mp3,2
232,A 33,/content/drive/MyDrive/Data/Aggressive/A 33.mp3,2
233,A 34,/content/drive/MyDrive/Data/Aggressive/A 34.mp3,2
234,A 35,/content/drive/MyDrive/Data/Aggressive/A 35.mp3,2
235,A 36,/content/drive/MyDrive/Data/Aggressive/A 36.mp3,2
236,A 37,/content/drive/MyDrive/Data/Aggressive/A 37.mp3,2
237,A 38,/content/drive/MyDrive/Data/Aggressive/A 38.mp3,2
238,A 39,/content/drive/MyDrive/Data/Aggressive/A 39.mp3,2
239,A 40,/content/drive/MyDrive/Data/Aggressive/A 40.mp3,2
240,A 41,/content/drive/MyDrive/Data/Aggressive/A 41.mp3,2
241,A 42,/content/drive/MyDrive/Data/Aggressive/A 42.mp3,2
242,A 43,/content/drive/MyDrive/Data/Aggressive/A 43.mp3,2
243,A 44,/content/drive/MyDrive/Data/Aggressive/A 44.mp3,2
244,A 45,/content/drive/MyDrive/Data/Aggressive/A 45.mp3,2
245,A 46,/content/drive/MyDrive/Data/Aggressive/A 46.mp3,2
246,A 47,/content/drive/MyDrive/Data/Aggressive/A 47.mp3,2
247,A 48,/content/drive/MyDrive/Data/Aggressive/A 48.mp3,2
248,A 49,/content/drive/MyDrive/Data/Aggressive/A 49.mp3,2
249,A 50,/content/drive/MyDrive/Data/Aggressive/A 50.mp3,2
250,A 51,/content/drive/MyDrive/Data/Aggressive/A 51.mp3,2
251,A 52,/content/drive/MyDrive/Data/Aggressive/A 52.mp3,2
252,A 53,/content/drive/MyDrive/Data/Aggressive/A 53.mp3,2
253,A 54,/content/drive/MyDrive/Data/Aggressive/A 54.mp3,2
254,A 55,/content/drive/MyDrive/Data/Aggressive/A 55.mp3,2
255,A 56,/content/drive/MyDrive/Data/Aggressive/A 56.mp3,2
256,A 57,/content/drive/MyDrive/Data/Aggressive/A 57.mp3,2
257,A 58,/content/drive/MyDrive/Data/Aggressive/A 58.mp3,2
258,A 59,/content/drive/MyDrive/Data/Aggressive/A 59.mp3,2
259,A 60,/content/drive/MyDrive/Data/Aggressive/A 60.mp3,2
260,A 61,/content/drive/MyDrive/Data/Aggressive/A 61.mp3,2
261,A 62,/content/drive/MyDrive/Data/Aggressive/A 62.mp3,2
262,A 63,/content/drive/MyDrive/Data/Aggressive/A 63.mp3,2
263,A 64,/content/drive/MyDrive/Data/Aggressive/A 64.mp3,2
264,A 65,/content/drive/MyDrive/Data/Aggressive/A 65.mp3,2
265,A 66,/content/drive/MyDrive/Data/Aggressive/A 66.mp3,2
266,A 67,/content/drive/MyDrive/Data/Aggressive/A 67.mp3,2
267,A 68,/content/drive/MyDrive/Data/Aggressive/A 68.mp3,2
268,A 69,/content/drive/MyDrive/Data/Aggressive/A 69.mp3,2
269,A 70,/content/drive/MyDrive/Data/Aggressive/A 70.mp3,2
270,A 71,/content/drive/MyDrive/Data/Aggressive/A 71.mp3,2
271,A 72,/content/drive/MyDrive/Data/Aggressive/A 72.mp3,2
272,A 73,/content/drive/MyDrive/Data/Aggressive/A 73.mp3,2
273,A 74,/content/drive/MyDrive/Data/Aggressive/A 74.mp3,2
274,A 75,/content/drive/MyDrive/Data/Aggressive/A 75.mp3,2
275,A 76,/content/drive/MyDrive/Data/Aggressive/A 76.mp3,2
276,A 77,/content/drive/MyDrive/Data/Aggressive/A 77.mp3,2
277,A 78,/content/drive/MyDrive/Data/Aggressive/A 78.mp3,2
278,A 79,/content/drive/MyDrive/Data/Aggressive/A 79.mp3,2
279,A 80,/content/drive/MyDrive/Data/Aggressive/A 80.mp3,2
280,A 81,/content/drive/MyDrive/Data/Aggressive/A 81.mp3,2
281,A 82,/content/drive/MyDrive/Data/Aggressive/A 82.mp3,2
282,A 83,/content/drive/MyDrive/Data/Aggressive/A 83.mp3,2
283,A 84,/content/drive/MyDrive/Data/Aggressive/A 84.mp3,2
284,A 85,/content/drive/MyDrive/Data/Aggressive/A 85.mp3,2
285,A 86,/content/drive/MyDrive/Data/Aggressive/A 86.mp3,2
286,A 87,/content/drive/MyDrive/Data/Aggressive/A 87.mp3,2
287,A 88,/content/drive/MyDrive/Data/Aggressive/A 88.mp3,2
288,A 89,/content/drive/MyDrive/Data/Aggressive/A 89.mp3,2
289,A 90,/content/drive/MyDrive/Data/Aggressive/A 90.mp3,2
290,A 91,/content/drive/MyDrive/Data/Aggressive/A 91.mp3,2
291,A 92,/content/drive/MyDrive/Data/Aggressive/A 92.mp3,2
292,A 93,/content/drive/MyDrive/Data/Aggressive/A 93.mp3,2
293,A 94,/content/drive/MyDrive/Data/Aggressive/A 94.mp3,2
294,A 95,/content/drive/MyDrive/Data/Aggressive/A 95.mp3,2
295,A 96,/content/drive/MyDrive/Data/Aggressive/A 96.mp3,2
296,A 97,/content/drive/MyDrive/Data/Aggressive/A 97.mp3,2
297,A 98,/content/drive/MyDrive/Data/Aggressive/A 98.mp3,2
298,A 99,/content/drive/MyDrive/Data/Aggressive/A 99.mp3,2
299,A 0,/content/drive/MyDrive/Data/Aggressive/A 0.mp3,2
