,id,filepath,label
47,47,/content/drive/MyDrive/Data/Sad/S 48.mp3,0
48,48,/content/drive/MyDrive/Data/Sad/S 49.mp3,0
49,49,/content/drive/MyDrive/Data/Sad/S 50.mp3,0
50,50,/content/drive/MyDrive/Data/Sad/S 51.mp3,0
51,51,/content/drive/MyDrive/Data/Sad/S 52.mp3,0
52,52,/content/drive/MyDrive/Data/Sad/S 53.mp3,0
53,53,/content/drive/MyDrive/Data/Sad/S 54.mp3,0
54,54,/content/drive/MyDrive/Data/Sad/S 55.mp3,0
55,55,/content/drive/MyDrive/Data/Sad/S 56.mp3,0
56,56,/content/drive/MyDrive/Data/Sad/S 57.mp3,0
57,57,/content/drive/MyDrive/Data/Sad/S 58.mp3,0
58,58,/content/drive/MyDrive/Data/Sad/S 59.mp3,0
59,59,/content/drive/MyDrive/Data/Sad/S 60.mp3,0
60,60,/content/drive/MyDrive/Data/Sad/S 61.mp3,0
61,61,/content/drive/MyDrive/Data/Sad/S 62.mp3,0
62,62,/content/drive/MyDrive/Data/Sad/S 63.mp3,0
63,63,/content/drive/MyDrive/Data/Sad/S 64.mp3,0
64,64,/content/drive/MyDrive/Data/Sad/S 65.mp3,0
65,65,/content/drive/MyDrive/Data/Sad/S 66.mp3,0
66,66,/content/drive/MyDrive/Data/Sad/S 67.mp3,0
67,67,/content/drive/MyDrive/Data/Sad/S 68.mp3,0
68,68,/content/drive/MyDrive/Data/Sad/S 69.mp3,0
69,69,/content/drive/MyDrive/Data/Sad/S 70.mp3,0
70,70,/content/drive/MyDrive/Data/Sad/S 71.mp3,0
71,71,/content/drive/MyDrive/Data/Sad/S 72.mp3,0
72,72,/content/drive/MyDrive/Data/Sad/S 73.mp3,0
73,73,/content/drive/MyDrive/Data/Sad/S 74.mp3,0
74,74,/content/drive/MyDrive/Data/Sad/S 75.mp3,0
75,75,/content/drive/MyDrive/Data/Sad/S 76.mp3,0
76,76,/content/drive/MyDrive/Data/Sad/S 77.mp3,0
77,77,/content/drive/MyDrive/Data/Sad/S 78.mp3,0
78,78,/content/drive/MyDrive/Data/Sad/S 79.mp3,0
79,79,/content/drive/MyDrive/Data/Sad/S 80.mp3,0
80,80,/content/drive/MyDrive/Data/Sad/S 81.mp3,0
81,81,/content/drive/MyDrive/Data/Sad/S 82.mp3,0
82,82,/content/drive/MyDrive/Data/Sad/S 83.mp3,0
83,83,/content/drive/MyDrive/Data/Sad/S 84.mp3,0
84,84,/content/drive/MyDrive/Data/Sad/S 85.mp3,0
85,85,/content/drive/MyDrive/Data/Sad/S 86.mp3,0
86,86,/content/drive/MyDrive/Data/Sad/S 87.mp3,0
87,87,/content/drive/MyDrive/Data/Sad/S 88.mp3,0
88,88,/content/drive/MyDrive/Data/Sad/S 89.mp3,0
89,89,/content/drive/MyDrive/Data/Sad/S 90.mp3,0
90,90,/content/drive/MyDrive/Data/Sad/S 91.mp3,0
91,91,/content/drive/MyDrive/Data/Sad/S 92.mp3,0
92,92,/content/drive/MyDrive/Data/Sad/S 93.mp3,0
93,93,/content/drive/MyDrive/Data/Sad/S 94.mp3,0
94,94,/content/drive/MyDrive/Data/Sad/S 95.mp3,0
95,95,/content/drive/MyDrive/Data/Sad/S 96.mp3,0
96,96,/content/drive/MyDrive/Data/Sad/S 97.mp3,0
97,97,/content/drive/MyDrive/Data/Sad/S 98.mp3,0
98,98,/content/drive/MyDrive/Data/Sad/S 99.mp3,0
99,99,/content/drive/MyDrive/Data/Sad/S 0.mp3,0
100,100,/content/drive/MyDrive/Data/Happy/H 1.mp3,1
101,101,/content/drive/MyDrive/Data/Happy/H 2.mp3,1
102,102,/content/drive/MyDrive/Data/Happy/H 3.mp3,1
103,103,/content/drive/MyDrive/Data/Happy/H 4.mp3,1
104,104,/content/drive/MyDrive/Data/Happy/H 5.mp3,1
105,105,/content/drive/MyDrive/Data/Happy/H 6.mp3,1
106,106,/content/drive/MyDrive/Data/Happy/H 7.mp3,1
107,107,/content/drive/MyDrive/Data/Happy/H 8.mp3,1
108,108,/content/drive/MyDrive/Data/Happy/H 9.mp3,1
109,109,/content/drive/MyDrive/Data/Happy/H 10.mp3,1
110,110,/content/drive/MyDrive/Data/Happy/H 11.mp3,1
111,111,/content/drive/MyDrive/Data/Happy/H 12.mp3,1
112,112,/content/drive/MyDrive/Data/Happy/H 13.mp3,1
113,113,/content/drive/MyDrive/Data/Happy/H 14.mp3,1
114,114,/content/drive/MyDrive/Data/Happy/H 15.mp3,1
115,115,/content/drive/MyDrive/Data/Happy/H 16.mp3,1
116,116,/content/drive/MyDrive/Data/Happy/H 17.mp3,1
117,117,/content/drive/MyDrive/Data/Happy/H 18.mp3,1
118,118,/content/drive/MyDrive/Data/Happy/H 19.mp3,1
119,119,/content/drive/MyDrive/Data/Happy/H 20.mp3,1
120,120,/content/drive/MyDrive/Data/Happy/H 21.mp3,1
121,121,/content/drive/MyDrive/Data/Happy/H 22.mp3,1
122,122,/content/drive/MyDrive/Data/Happy/H 23.mp3,1
123,123,/content/drive/MyDrive/Data/Happy/H 24.mp3,1
124,124,/content/drive/MyDrive/Data/Happy/H 25.mp3,1
125,125,/content/drive/MyDrive/Data/Happy/H 26.mp3,1
126,126,/content/drive/MyDrive/Data/Happy/H 27.mp3,1
127,127,/content/drive/MyDrive/Data/Happy/H 28.mp3,1
128,128,/content/drive/MyDrive/Data/Happy/H 29.mp3,1
129,129,/content/drive/MyDrive/Data/Happy/H 30.mp3,1
130,130,/content/drive/MyDrive/Data/Happy/H 31.mp3,1
131,131,/content/drive/MyDrive/Data/Happy/H 32.mp3,1
132,132,/content/drive/MyDrive/Data/Happy/H 33.mp3,1
133,133,/content/drive/MyDrive/Data/Happy/H 34.mp3,1
134,134,/content/drive/MyDrive/Data/Happy/H 35.mp3,1
135,135,/content/drive/MyDrive/Data/Happy/H 36.mp3,1
136,136,/content/drive/MyDrive/Data/Happy/H 37.mp3,1
137,137,/content/drive/MyDrive/Data/Happy/H 38.mp3,1
138,138,/content/drive/MyDrive/Data/Happy/H 39.mp3,1
139,139,/content/drive/MyDrive/Data/Happy/H 40.mp3,1
140,140,/content/drive/MyDrive/Data/Happy/H 41.mp3,1
141,141,/content/drive/MyDrive/Data/Happy/H 42.mp3,1
142,142,/content/drive/MyDrive/Data/Happy/H 43.mp3,1
143,143,/content/drive/MyDrive/Data/Happy/H 44.mp3,1
144,144,/content/drive/MyDrive/Data/Happy/H 45.mp3,1
145,145,/content/drive/MyDrive/Data/Happy/H 46.mp3,1
146,146,/content/drive/MyDrive/Data/Happy/H 47.mp3,1
147,147,/content/drive/MyDrive/Data/Happy/H 48.mp3,1
148,148,/content/drive/MyDrive/Data/Happy/H 49.mp3,1
149,149,/content/drive/MyDrive/Data/Happy/H 50.mp3,1
150,150,/content/drive/MyDrive/Data/Happy/H 51.mp3,1
151,151,/content/drive/MyDrive/Data/Happy/H 52.mp3,1
152,152,/content/drive/MyDrive/Data/Happy/H 53.mp3,1
153,153,/content/drive/MyDrive/Data/Happy/H 54.mp3,1
154,154,/content/drive/MyDrive/Data/Happy/H 55.mp3,1
155,155,/content/drive/MyDrive/Data/Happy/H 56.mp3,1
156,156,/content/drive/MyDrive/Data/Happy/H 57.mp3,1
157,157,/content/drive/MyDrive/Data/Happy/H 58.mp3,1
158,158,/content/drive/MyDrive/Data/Happy/H 59.mp3,1
159,159,/content/drive/MyDrive/Data/Happy/H 60.mp3,1
160,160,/content/drive/MyDrive/Data/Happy/H 61.mp3,1
161,161,/content/drive/MyDrive/Data/Happy/H 62.mp3,1
162,162,/content/drive/MyDrive/Data/Happy/H 63.mp3,1
163,163,/content/drive/MyDrive/Data/Happy/H 64.mp3,1
164,164,/content/drive/MyDrive/Data/Happy/H 65.mp3,1
165,165,/content/drive/MyDrive/Data/Happy/H 66.mp3,1
166,166,/content/drive/MyDrive/Data/Happy/H 67.mp3,1
167,167,/content/drive/MyDrive/Data/Happy/H 68.mp3,1
168,168,/content/drive/MyDrive/Data/Happy/H 69.mp3,1
169,169,/content/drive/MyDrive/Data/Happy/H 70.mp3,1
170,170,/content/drive/MyDrive/Data/Happy/H 71.mp3,1
171,171,/content/drive/MyDrive/Data/Happy/H 72.mp3,1
172,172,/content/drive/MyDrive/Data/Happy/H 73.mp3,1
173,173,/content/drive/MyDrive/Data/Happy/H 74.mp3,1
174,174,/content/drive/MyDrive/Data/Happy/H 75.mp3,1
175,175,/content/drive/MyDrive/Data/Happy/H 76.mp3,1
176,176,/content/drive/MyDrive/Data/Happy/H 77.mp3,1
177,177,/content/drive/MyDrive/Data/Happy/H 78.mp3,1
178,178,/content/drive/MyDrive/Data/Happy/H 79.mp3,1
179,179,/content/drive/MyDrive/Data/Happy/H 80.mp3,1
180,180,/content/drive/MyDrive/Data/Happy/H 81.mp3,1
181,181,/content/drive/MyDrive/Data/Happy/H 82.mp3,1
182,182,/content/drive/MyDrive/Data/Happy/H 83.mp3,1
183,183,/content/drive/MyDrive/Data/Happy/H 84.mp3,1
184,184,/content/drive/MyDrive/Data/Happy/H 85.mp3,1
185,185,/content/drive/MyDrive/Data/Happy/H 86.mp3,1
186,186,/content/drive/MyDrive/Data/Happy/H 87.mp3,1
187,187,/content/drive/MyDrive/Data/Happy/H 88.mp3,1
188,188,/content/drive/MyDrive/Data/Happy/H 89.mp3,1
189,189,/content/drive/MyDrive/Data/Happy/H 90.mp3,1
190,190,/content/drive/MyDrive/Data/Happy/H 91.mp3,1
191,191,/content/drive/MyDrive/Data/Happy/H 92.mp3,1
192,192,/content/drive/MyDrive/Data/Happy/H 93.mp3,1
193,193,/content/drive/MyDrive/Data/Happy/H 94.mp3,1
194,194,/content/drive/MyDrive/Data/Happy/H 95.mp3,1
195,195,/content/drive/MyDrive/Data/Happy/H 96.mp3,1
196,196,/content/drive/MyDrive/Data/Happy/H 97.mp3,1
197,197,/content/drive/MyDrive/Data/Happy/H 98.mp3,1
198,198,/content/drive/MyDrive/Data/Happy/H 99.mp3,1
199,199,/content/drive/MyDrive/Data/Happy/H 0.mp3,1
200,200,/content/drive/MyDrive/Data/Aggressive/A 1.mp3,2
201,201,/content/drive/MyDrive/Data/Aggressive/A 2.mp3,2
202,202,/content/drive/MyDrive/Data/Aggressive/A 3.mp3,2
203,203,/content/drive/MyDrive/Data/Aggressive/A 4.mp3,2
204,204,/content/drive/MyDrive/Data/Aggressive/A 5.mp3,2
205,205,/content/drive/MyDrive/Data/Aggressive/A 6.mp3,2
206,206,/content/drive/MyDrive/Data/Aggressive/A 7.mp3,2
207,207,/content/drive/MyDrive/Data/Aggressive/A 8.mp3,2
208,208,/content/drive/MyDrive/Data/Aggressive/A 9.mp3,2
209,209,/content/drive/MyDrive/Data/Aggressive/A 10.mp3,2
210,210,/content/drive/MyDrive/Data/Aggressive/A 11.mp3,2
211,211,/content/drive/MyDrive/Data/Aggressive/A 12.mp3,2
212,212,/content/drive/MyDrive/Data/Aggressive/A 13.mp3,2
213,213,/content/drive/MyDrive/Data/Aggressive/A 14.mp3,2
214,214,/content/drive/MyDrive/Data/Aggressive/A 15.mp3,2
215,215,/content/drive/MyDrive/Data/Aggressive/A 16.mp3,2
216,216,/content/drive/MyDrive/Data/Aggressive/A 17.mp3,2
217,217,/content/drive/MyDrive/Data/Aggressive/A 18.mp3,2
218,218,/content/drive/MyDrive/Data/Aggressive/A 19.mp3,2
219,219,/content/drive/MyDrive/Data/Aggressive/A 20.mp3,2
220,220,/content/drive/MyDrive/Data/Aggressive/A 21.mp3,2
221,221,/content/drive/MyDrive/Data/Aggressive/A 22.mp3,2
222,222,/content/drive/MyDrive/Data/Aggressive/A 23.mp3,2
223,223,/content/drive/MyDrive/Data/Aggressive/A 24.mp3,2
224,224,/content/drive/MyDrive/Data/Aggressive/A 25.mp3,2
225,225,/content/drive/MyDrive/Data/Aggressive/A 26.mp3,2
226,226,/content/drive/MyDrive/Data/Aggressive/A 27.mp3,2
227,227,/content/drive/MyDrive/Data/Aggressive/A 28.mp3,2
228,228,/content/drive/MyDrive/Data/Aggressive/A 29.mp3,2
229,229,/content/drive/MyDrive/Data/Aggressive/A 30.mp3,2
230,230,/content/drive/MyDrive/Data/Aggressive/A 31.mp3,2
231,231,/content/drive/MyDrive/Data/Aggressive/A 32.mp3,2
232,232,/content/drive/MyDrive/Data/Aggressive/A 33.mp3,2
233,233,/content/drive/MyDrive/Data/Aggressive/A 34.mp3,2
234,234,/content/drive/MyDrive/Data/Aggressive/A 35.mp3,2
235,235,/content/drive/MyDrive/Data/Aggressive/A 36.mp3,2
236,236,/content/drive/MyDrive/Data/Aggressive/A 37.mp3,2
237,237,/content/drive/MyDrive/Data/Aggressive/A 38.mp3,2
238,238,/content/drive/MyDrive/Data/Aggressive/A 39.mp3,2
239,239,/content/drive/MyDrive/Data/Aggressive/A 40.mp3,2
240,240,/content/drive/MyDrive/Data/Aggressive/A 41.mp3,2
241,241,/content/drive/MyDrive/Data/Aggressive/A 42.mp3,2
242,242,/content/drive/MyDrive/Data/Aggressive/A 43.mp3,2
243,243,/content/drive/MyDrive/Data/Aggressive/A 44.mp3,2
244,244,/content/drive/MyDrive/Data/Aggressive/A 45.mp3,2
245,245,/content/drive/MyDrive/Data/Aggressive/A 46.mp3,2
246,246,/content/drive/MyDrive/Data/Aggressive/A 47.mp3,2
247,247,/content/drive/MyDrive/Data/Aggressive/A 48.mp3,2
248,248,/content/drive/MyDrive/Data/Aggressive/A 49.mp3,2
249,249,/content/drive/MyDrive/Data/Aggressive/A 50.mp3,2
250,250,/content/drive/MyDrive/Data/Aggressive/A 51.mp3,2
251,251,/content/drive/MyDrive/Data/Aggressive/A 52.mp3,2
252,252,/content/drive/MyDrive/Data/Aggressive/A 53.mp3,2
253,253,/content/drive/MyDrive/Data/Aggressive/A 54.mp3,2
254,254,/content/drive/MyDrive/Data/Aggressive/A 55.mp3,2
255,255,/content/drive/MyDrive/Data/Aggressive/A 56.mp3,2
256,256,/content/drive/MyDrive/Data/Aggressive/A 57.mp3,2
257,257,/content/drive/MyDrive/Data/Aggressive/A 58.mp3,2
258,258,/content/drive/MyDrive/Data/Aggressive/A 59.mp3,2
259,259,/content/drive/MyDrive/Data/Aggressive/A 60.mp3,2
260,260,/content/drive/MyDrive/Data/Aggressive/A 61.mp3,2
261,261,/content/drive/MyDrive/Data/Aggressive/A 62.mp3,2
262,262,/content/drive/MyDrive/Data/Aggressive/A 63.mp3,2
263,263,/content/drive/MyDrive/Data/Aggressive/A 64.mp3,2
264,264,/content/drive/MyDrive/Data/Aggressive/A 65.mp3,2
265,265,/content/drive/MyDrive/Data/Aggressive/A 66.mp3,2
266,266,/content/drive/MyDrive/Data/Aggressive/A 67.mp3,2
267,267,/content/drive/MyDrive/Data/Aggressive/A 68.mp3,2
268,268,/content/drive/MyDrive/Data/Aggressive/A 69.mp3,2
269,269,/content/drive/MyDrive/Data/Aggressive/A 70.mp3,2
270,270,/content/drive/MyDrive/Data/Aggressive/A 71.mp3,2
271,271,/content/drive/MyDrive/Data/Aggressive/A 72.mp3,2
272,272,/content/drive/MyDrive/Data/Aggressive/A 73.mp3,2
273,273,/content/drive/MyDrive/Data/Aggressive/A 74.mp3,2
274,274,/content/drive/MyDrive/Data/Aggressive/A 75.mp3,2
275,275,/content/drive/MyDrive/Data/Aggressive/A 76.mp3,2
276,276,/content/drive/MyDrive/Data/Aggressive/A 77.mp3,2
277,277,/content/drive/MyDrive/Data/Aggressive/A 78.mp3,2
278,278,/content/drive/MyDrive/Data/Aggressive/A 79.mp3,2
279,279,/content/drive/MyDrive/Data/Aggressive/A 80.mp3,2
280,280,/content/drive/MyDrive/Data/Aggressive/A 81.mp3,2
281,281,/content/drive/MyDrive/Data/Aggressive/A 82.mp3,2
282,282,/content/drive/MyDrive/Data/Aggressive/A 83.mp3,2
283,283,/content/drive/MyDrive/Data/Aggressive/A 84.mp3,2
284,284,/content/drive/MyDrive/Data/Aggressive/A 85.mp3,2
285,285,/content/drive/MyDrive/Data/Aggressive/A 86.mp3,2
286,286,/content/drive/MyDrive/Data/Aggressive/A 87.mp3,2
287,287,/content/drive/MyDrive/Data/Aggressive/A 88.mp3,2
288,288,/content/drive/MyDrive/Data/Aggressive/A 89.mp3,2
289,289,/content/drive/MyDrive/Data/Aggressive/A 90.mp3,2
290,290,/content/drive/MyDrive/Data/Aggressive/A 91.mp3,2
291,291,/content/drive/MyDrive/Data/Aggressive/A 92.mp3,2
292,292,/content/drive/MyDrive/Data/Aggressive/A 93.mp3,2
293,293,/content/drive/MyDrive/Data/Aggressive/A 94.mp3,2
294,294,/content/drive/MyDrive/Data/Aggressive/A 95.mp3,2
295,295,/content/drive/MyDrive/Data/Aggressive/A 96.mp3,2
296,296,/content/drive/MyDrive/Data/Aggressive/A 97.mp3,2
297,297,/content/drive/MyDrive/Data/Aggressive/A 98.mp3,2
298,298,/content/drive/MyDrive/Data/Aggressive/A 99.mp3,2
299,299,/content/drive/MyDrive/Data/Aggressive/A 0.mp3,2
